"word1","word2","n"
"antisemitic","maggienyt",1
"antisemitic","msnbc",1
"antisemitic","offensive",1
"antisemitic","outbursts",1
"antisemitic","potus",1
"antisemitic","racist",1
"antisemitic","racists",1
"antisemitic","rag",1
"antisemitic","remark",1
"antisemitic","republicans",1
"antisemitic","signs",1
"antisemitic","statements",1
"antisemitic","stereotype",1
"antisemitic","tweet",1
"antisemitic","views",1
"antisemitic","whitehouse",1
"antisemitic","women",1
"antisemitic","yelling",1
"antisemiticdictator","racist",1
"antisemitictrump","xenophobebicpotus",1
"antisemitism","4",1
"antisemitism","alec",1
"antisemitism","amp",1
"antisemitism","barr",1
"antisemitism","borumwinston",1
"antisemitism","cnnbrk",1
"antisemitism","complicitgop",1
"antisemitism","criticism",1
"antisemitism","death",1
"antisemitism","didn‘t",1
"antisemitism","disloyaltotrump",1
"antisemitism","fbi",1
"antisemitism","israel",1
"antisemitism","jewish",1
"antisemitism","mrjoncryer",1
"antisemitism","noting",1
"antisemitism","pure",1
"antisemitism","racism",1
"antisemitism","rant",1
"antisemitism","realdonaldtrump",1
"antisemitism","smears",1
"antisemitism","spongebob",1
"antisemitism","teamjoe",1
"antisemitism","thread",1
"antisemitism","tonight",1
"antisemitism","trumpshatespeech",1
"antisemitism","voxvorago",1
"antisemitism","white",1
"antisenetic","statements",1
"antiseptics","zcohencnn",1
"antisocial","stephencurry30",1
"antisocialwkr","ninaturner",1
"antitrumpmvmt","skeeter11766",1
"antiwar","candidate",1
"antiwarcom","trump",1
"antonio","brown",1
"antonio","tx",1
"antonio1161960","realdonaldtrump",1
"antoniofrench","trump",1
"antonioguterres","america",1
"antoniosabatojr","youtube",1
"antoniti","thetotalwipeout",1
"antonygreenabc","thmcmahon",1
"anuradha280000","mokshiom",1
"anus","crumble",1
"anus","donald",1
"anwars_tweets","chuckwoolery",1
"anwin15","potus",1
"anxiety","asharangappa_",1
"anxiety","attacks",1
"anxiety","inducing",1
"anxiety","issues",1
"anxiety","poring",1
"anxiety","revisiting",1
"anxiety","theandrewmeyer",1
"anxiety","trump",1
"anxiety","trump4florida",1
"anybody's","flesh",1
"anybody's","weight",1
"anymore","11thhour",1
"anymore","2",1
"anymore","2d",1
"anymore","amp",1
"anymore","anthonyscaramucci",1
"anymore","baby",1
"anymore","background",1
"anymore","bernardkeane",1
"anymore","bspaniel91",1
"anymore","bullshit",1
"anymore","chuck",1
"anymore","contradiction",1
"anymore","damage",1
"anymore","disgusting",1
"anymore","dude",1
"anymore","folks",1
"anymore","gopleader",1
"anymore","he’s",1
"anymore","hes",1
"anymore","indians",1
"anymore","juliadavisnews",1
"anymore","lm_texas_",1
"anymore","miserabletop",1
"anymore","monilove1375",1
"anymore","reneehoagenson",1
"anymore","roxiesdiva8",1
"anymore","senate",1
"anymore","stupid",1
"anymore","surprised",1
"anymore","teebledeebledee",1
"anymore","thestedman1",1
"anymore","thitchner",1
"anymore","time",1
"anymore","told",1
"anymore","trade",1
"anymore","trumpresignnow",1
"anymore","ugggggg",1
"anymore","video",1
"anymore","we’re",1
"anymorr","lol",1
"anynmous","source",1
"anyold","white",1
"anyone's","feelings",1
"anyone's","lack",1
"anyone's.self","hating",1
"anyone’s","child",1
"anyone’s","guns",1
"anyone’s","prop",1
"anyone’s","vote",1
"anyone’s","walk",1
"anyonebuttrump2020","bluewave2020",1
"anyonebuttrump2020","fox",1
"anyonebuttrump2020","hope",1
"anyonebuttrump2020","maga",1
"anyonebuttrump2020","postpolitics",1
"anyonebuttrump2020","slate",1
"anyonebuttrump2020","video",1
"anyrand1","jayoung1892",1
"anything4views","yeah",1
"anytime","trump's",1
"anzus","summit",1
"aoc","amazing",1
"aoc","amazon",1
"aoc","amp",1
"aoc","ananavarro",1
"aoc","aoc",1
"aoc","apparently",1
"aoc","bold",1
"aoc","claiming",1
"aoc","comparing",1
"aoc","crewcrew",1
"aoc","disgraceful",1
"aoc","franklin_graham",1
"aoc","gstephanopoulos",1
"aoc","ha",1
"aoc","hahaha",1
"aoc","hahahahahahahahahahahahaha",1
"aoc","hell",1
"aoc","hillary",1
"aoc","hmmm",1
"aoc","i’m",1
"aoc","ilhanomar",1
"aoc","jack_burkman",1
"aoc","joking",1
"aoc","kamalaharris",1
"aoc","law",1
"aoc","mayorofla",1
"aoc","move",1
"aoc","moveone",1
"aoc","nah",1
"aoc","narrow",1
"aoc","omar",1
"aoc","potus",1
"aoc","quoting",1
"aoc","rabid",1
"aoc","race",1
"aoc","rashida",1
"aoc","rashidatlaib",1
"aoc","repspanberger",1
"aoc","robreiner",1
"aoc","sounds",1
"aoc","stephen",1
"aoc","stupid",1
"aoc","that’s",1
"aoc","time",1
"aoc","tlaib",1
"aoc","trump's",1
"aoc","trumpsbestpeople",1
"aoc","we’re",1
"aoc","who’s",1
"aoc","yeah",1
"aoc","you’re",1
"aoc","yup",1
"aoc’s","concentration",1
"aoiferocksitout","ya",1
"aokay","sunandsipcups",1
"aol","jim",1
"aordring","feliciasonmez",1
"ap","1776stonewall",1
"ap","america",1
"ap","biz",1
"ap","blah",1
"ap","chicago_reader",1
"ap","donald",1
"ap","home",1
"ap","i’m",1
"ap","jillwinebanks",1
"ap","logun",1
"ap","mitchellvii",1
"ap","morintoon",1
"ap","npr",1
"ap","nyc",1
"ap","planned",1
"ap","president",1
"ap","reuters",1
"ap","tfw",1
"ap","walshfreedom",1
"ap","whatapityonyou",1
"ap_noticias","afpespanol",1
"ap’s","headline",1
"apache","mexican",1
"aparker70","javonnibrustow",1
"apartheid","antisemetic",1
"apartheid","israel",1
"apartheid","wordswithsteph",1
"apathetic","careless",1
"apathetic","nonvoters",1
"apathy","candidate",1
"apathy","jlancione",1
"apcatt","kerravon4",1
"ape","shit",1
"ape","version",1
"aphrodisiac","qualities",1
"api","10",1
"api","100",1
"api","102",1
"api","11",1
"api","123",1
"api","13",1
"api","138",1
"api","156",1
"api","158",1
"api","160",1
"api","161",1
"api","165",1
"api","167",1
"api","174",1
"api","187",1
"api","2",1
"api","20",1
"api","200",1
"api","201",1
"api","202",1
"api","203",1
"api","204",1
"api","205",1
"api","206",1
"api","207",1
"api","208",1
"api","209",1
"api","210",1
"api","217",1
"api","218",1
"api","35",1
"api","38",1
"api","40",1
"api","42",1
"api","49",1
"api","51",1
"api","59",1
"api","88",1
"aping","trump",1
"apinkrose","vp",1
"apiral","lagbolt",1
"apko","phle",1
"apne","aap",1
"apnews","tapping",1
"apocalypse","davepellowe",1
"apolitical","margemaga",1
"apolitical","people",1
"apollo","11",1
"apollo","crews",1
"apologies","frm",1
"apologist","blah",1
"apologist","maggienyt",1
"apologist","regard",1
"apologize","amp",1
"apologize","deplorable1604",1
"apologize","petesouza",1
"apologize","profusely",1
"apologize","realdonaldtrump",1
"apologize","surprised",1
"apologize","teapainusa",1
"apologize","trump",1
"apologizes","amp",1
"apologizes","gopchairwoman",1
"apologizes","oryxmaps",1
"apology","democrats",1
"apology","fake",1
"apology","forget",1
"apology","meet",1
"apology","raopolitics",1
"apology","redtraccoon",1
"apology","seaschells",1
"apology","tour",1
"apology","trump",1
"apology","usambdenmark",1
"app","donnie",1
"app","jackjonesbabe",1
"app","sb",1
"appa","amp",1
"appalling","briebriejoy",1
"appalling","impeach",1
"appalling","neeratanden",1
"appalling","piece",1
"appalling","shit",1
"appallingly","stupidly",1
"apparel","industry",1
"apparent","accent",1
"apparent","conception",1
"apparent","doesn’t",1
"apparent","madness",1
"apparent","trump",1
"apparently","749",1
"apparently","americanjews",1
"apparently","antisemitic",1
"apparently","asharangappa_",1
"apparently","barack",1
"apparently","beanheartsrv",1
"apparently","doesn’t",1
"apparently","dumb",1
"apparently","guaido's",1
"apparently","hates",1
"apparently","lacks",1
"apparently","learned",1
"apparently","managed",1
"apparently","mused",1
"apparently","refer",1
"apparently","reports",1
"apparently","rubes",1
"apparently","supporting",1
"apparently","tolerated",1
"apparently","unofficialkj",1
"apparently","washington",1
"apparently","you’re",1
"appeal","4",1
"appeal","fails",1
"appealing","moveon",1
"appeals","2",1
"appearance","publically",1
"appearance","zenwindowsatl",1
"appearing","frequently",1
"appears","canadian",1
"appears","mushroomhead",1
"appears","patton",1
"appears","strong",1
"appears","uninterested",1
"appease","trump",1
"appeases","murderous",1
"appeasing","trump",1
"appellate","court",1
"appellation","pres",1
"appellations","trump",1
"apperantly","crowd",1
"appetit","presstv",1
"apple","dandrezner",1
"apple","devices",1
"apple","google",1
"apple","hamberders",1
"apple","phone",1
"apple","supported",1
"apple","trump",1
"applebees","fox",1
"apples","leistharry",1
"applesauce","brain",1
"application","truth",1
"applications","potus",1
"applies","jillmakingcake",1
"applies","kylelovesbernie",1
"applies","pink",1
"applies","rule",1
"apply","sean",1
"apply","trump",1
"applying","sanctions",1
"appmnts","williamson",1
"appoint","trump",1
"appointed","ag",1
"appointed","ambassador",1
"appointed","ben",1
"appointed","commissioner",1
"appointed","judge",1
"appointed","judges",1
"appointed","liberal",1
"appointed","rick",1
"appointee","earlier",1
"appointee","spreading",1
"appointee","who’s",1
"appointees","kellyanne",1
"appointees","mcnaughtonart",1
"appointees","msnbc",1
"appointees","real",1
"appointing","african",1
"appointing","stooges",1
"appointing","strict",1
"appointments","edwzal1",1
"appointments","read",1
"apppro1","linacovfefe",1
"appreciated","disloyaltotrump",1
"appreciated","frank",1
"apprentice","honing",1
"apprentice","statement",1
"approach","icj",1
"approach","modi",1
"approach","negotiations",1
"approach","voters",1
"approaches","climate",1
"approaching","angelabelcamino",1
"approaching","defcon",1
"approject","schilling1776",1
"approval","abcpolitics",1
"approval","approve",1
"approval","average",1
"approval","breaks",1
"approval","dnd",1
"approval","lower",1
"approval","lt",1
"approval","mental",1
"approval","range",1
"approval","realsarahidan",1
"approval","suzette300700",1
"approval","tedcruz",1
"approvalgallup","approve",1
"approve","41",1
"approve","41.9",1
"approve","42",1
"approve","guess",1
"approved","form",1
"approved","i’m",1
"approved","oil",1
"approving","ruthieketchup",1
"approx","1,000,000",1
"approx","14,000",1
"approx","15",1
"approx","314",1
"approx","4.7",1
"approx","58,000",1
"approx","alaska",1
"approximately","11,000",1
"approximately","84",1
"appsame","battleofever",1
"appsame","cowboy25259",1
"appt","reg",1
"apptd","scj",1
"appts","process",1
"apr","16",1
"apr","2015",1
"april","15th",1
"april","2019",1
"april","fool",1
"april","fool's",1
"april","fool’s",1
"april","fools",1
"april","glaser",1
"april","miavendetta10",1
"april","pluto",1
"april492018","danrather",1
"aprilbaxter","loyalty",1
"aprildryan","ivankatrump",1
"aprilligeia","duke1ca",1
"aprilneo","leeholly81",1
"apritions","2tall2fall4it",1
"apropos","trump's",1
"aprylsmithts","carmenr1carmen",1
"apt","glad",1
"apwestregion","ap",1
"apx","75",1
"aqua","fir",1
"aquarius1049","boxcars06",1
"aquawookie","kaincyril",1
"aqueducts","irrigation",1
"ar","front",1
"ar_chroi","andrewcmccarthy",1
"ar5had88","sksinha02",1
"arab","conflict",1
"arab","song",1
"arab","spring",1
"arab","woman",1
"arabia","acosta",1
"arabia","apr",1
"arabia","berniesanders",1
"arabia","jerrynadler",1
"arabia","trump",1
"arabia","trump's",1
"arabia","tysandsnyc",1
"arabia","waynedupreeshow",1
"arabia’s","terrible",1
"arable","ground",1
"arable","land",1
"arabs","amp",1
"aracooper","billofright7",1
"aragav8r","po_st",1
"aragav8r","sammicordova",1
"araliuos","alexminassian",1
"aramco","75",1
"aramshabanian","adrianalima",1
"arappeport","donald",1
"arappeport","nytimes",1
"aravosis","citing",1
"aravosis","clinton",1
"aravosis","ivankatrump",1
"aravosis","trump",1
"arawilson","danrather",1
"arbee1968","robbievvv",1
"arbitrary","unlawful",1
"arbor","informed",1
"arc","rejects",1
"arch","rival",1
"archaic","culture",1
"archana43399268","aishu_dil",1
"archbishoprodi","statement",1
"archive","falungong's",1
"archkennedy","redhead4645",1
"arctic","corridors",1
"arctic","council",1
"arctic","drilling",1
"arctic","gopchairwoman",1
"arctic","jamesbaadeusa",1
"arctic","military",1
"arctic","ocean",1
"arctic","oil",1
"arctic","plantation",1
"arctic","presence",1
"arctic","putin",1
"arctic","resources",1
"arctic","routes",1
"arctic","scooped",1
"arctic","security",1
"arctic","trade",1
"arctic","trump",1
"arctic","trump’s",1
"arden","hates",1
"ardent","base",1
"ardent","supporters",1
"ardismeade","nash076",1
"are.crazy","lock",1
"are’nt","concentration",1
"area51elvis","riseup4d",1
"areallifebird","prisonplanet",1
"arealsteal","bargainbridge",1
"aredpillreport","uranium",1
"aren’t","1",1
"aren’t","accomplishments",1
"aren’t","amazing",1
"aren’t","anti",1
"aren’t","banned",1
"aren’t","benefiting",1
"aren’t","benefitting",1
"aren’t","canadian",1
"aren’t","compatible",1
"aren’t","completely",1
"aren’t","disloyal",1
"aren’t","expendable",1
"aren’t","family",1
"aren’t","firing",1
"aren’t","friends",1
"aren’t","hating",1
"aren’t","idiotinchief",1
"aren’t","jewish",1
"aren’t","monolithic",1
"aren’t","onion",1
"aren’t","opposing",1
"aren’t","perceived",1
"aren’t","pleased",1
"aren’t","pro",1
"aren’t","ready",1
"aren’t","renowned",1
"aren’t","running",1
"aren’t","super",1
"aren’t","supported",1
"aren’t","supposed",1
"aren’t","swooning",1
"aren’t","talking",1
"aren’t","thrilled",1
"aren’t","trump’s",1
"aren’t","violent",1
"aren’t","white",1
"aren’t","wholly",1
"arena","appearance",1
"arena","moveon",1
"arena","trump’s",1
"arena","what’s",1
"arenas","130",1
"arenas","breitbartnews",1
"arendelle","vibe",1
"arent","badendave",1
"arent","comfortable",1
"arent","excited",1
"arent","gonna",1
"arent","hearing",1
"aretieare","bourgeoisalien",1
"arey","narendramodi",1
"areyouready325","aoc",1
"arf","arf",1
"arf","foxnewsatnight",1
"argentina","david",1
"argentina’s","treasury",1
"argentinamama","geraldorivera",1
"argieray11","sarah_skg_1983",1
"argonneforest","ohpredictive",1
"arguably","innocent",1
"argue","jews",1
"argue","obama",1
"argue","personally",1
"argue","that'd",1
"argue","water",1
"argued","tuesday",1
"argues","michelleinbklyn",1
"argues","ny",1
"arguing","celebrity",1
"arguing","hillary",1
"argument","alive",1
"argument","biden",1
"argument","bill",1
"argument","criticizing",1
"argument","president",1
"argument","sruhle",1
"argument’s","sake",1
"argumentation","let’s",1
"arguments","terms",1
"argumentwinner","damn",1
"argumentwinner","jordanuhl",1
"ariel","sobel",1
"arielangel1026","iamsophianelson",1
"arif","cohn",1
"arilyn123","ebbtidesrevenge",1
"arimelber","alanis",1
"arimelber","donlemon",1
"arimelber","maddow",1
"arimelber","msnbc",1
"arise_rabbits","mehdirhasan",1
"arizhiker","senkamalaharris",1
"arizona","hiring",1
"ark","encounter",1
"arkansas","father",1
"arkansas","fort",1
"arkenor","oneunderscore__",1
"arkiegirl01","bukujuju",1
"arlenadevictor","joncoopertweets",1
"arlenparsa","samstein",1
"arm","bfklin",1
"arm","chair",1
"arm","flung",1
"arm","tactics",1
"arm","twist",1
"arm_chair72","hazydav",1
"armastrangelo","carlalykins",1
"armband","wearing",1
"armed","antifa",1
"armed","bully",1
"armed","conflict",1
"armed","guards",1
"armed","security",1
"armed","white",1
"armies","begin",1
"arming","iran",1
"arming","isis",1
"arming","media",1
"arming","saudi",1
"armisicster","philippereines",1
"arms","acts",1
"arms","bernie",1
"arms","click",1
"arms","deals",1
"arms","demanding",1
"arms","embargo",1
"arms","guns",1
"arms","manufacturers",1
"arms","package",1
"arms","realdonaldtrump",1
"arms","sale",1
"arms","simply",1
"arms","stand",1
"arms","trump",1
"army","advisers",1
"army","atm",1
"army","bring",1
"army","cabal",1
"army","create",1
"army","gla",1
"army","navy",1
"army","occupy",1
"army","personnel",1
"army","presence",1
"army","reserve",1
"army","that’s",1
"army","troops",1
"armyselcateam","yup",1
"arnesongavin","cnn",1
"aroneisenberg","lesson",1
"arothmanhistory","let’s",1
"arpaio's","conviction",1
"arpanda70320582","shehla_rashid",1
"arranged","marriage",1
"arras","gabekunda",1
"arrest","convictions",1
"arrest","democrats",1
"arrest","ilhanmn",1
"arrest","kkk",1
"arrest","yamuna",1
"arrested","allblackevrthng",1
"arrested","danrather",1
"arrested","daviddunn177",1
"arrested","doesn’t",1
"arrested","donald",1
"arrested","fri",1
"arrested","fuck",1
"arrested","howie",1
"arrested","immediately",1
"arrested","indicted",1
"arrested","maggienyt",1
"arrested","maura",1
"arrested","neo",1
"arrested","plotting",1
"arrested","purafutbol",1
"arrested","rsrobin1",1
"arrested","threatening",1
"arrested","tourrep",1
"arrested","trump",1
"arresting","people",1
"arrests","accused",1
"arrests","kiettlam",1
